gamelabel,gamedate,versus,guestteam,hometeam,scoreoverall,score1st,score2nd,score3rd,score4th,extratime,guesttp,hometp
13-14_01-23_LAL-MIA,01-23,LAL-MIA,LAL,MIA,102-109,27-30,19-27,29-28,27-24,,"Wesley Johnson;F;1107;3;6;1;3;0;0;0;1;1;1;1;0;0;2;7;
Ryan Kelly;F;1545;3;10;1;4;0;2;1;4;5;2;1;0;2;3;7;
Pau Gasol;C;2252;9;15;0;0;4;5;4;7;11;4;3;0;1;1;22;
Jodie Meeks;G;2139;7;13;4;6;4;4;0;0;0;1;2;0;1;1;22;
Kendall Marshall;G;2147;2;6;1;3;1;3;0;3;3;11;1;0;3;2;6;
Manny Harris;null;1276;2;7;0;3;3;3;1;3;4;1;0;0;1;0;7;
Nick Young;null;1981;8;20;2;6;1;3;1;2;3;1;3;0;2;4;19;
Robert Sacre;null;628;2;4;0;0;0;0;1;0;1;0;0;0;0;2;4;
Jordan Hill;null;1325;4;7;0;0;0;1;5;2;7;0;1;1;1;2;8;","LeBron James;F;2238;9;15;2;4;7;13;2;11;13;6;1;0;5;1;27;
Shane Battier;F;1129;1;2;1;2;0;3;1;2;3;5;2;0;1;0;3;
Chris Bosh;C;2016;15;22;1;3;0;0;2;4;6;0;0;1;0;1;31;
Ray Allen;G;1704;4;8;2;5;0;1;0;4;4;1;1;0;1;3;10;
Mario Chalmers;G;2006;5;6;1;1;0;0;0;3;3;3;1;0;3;1;11;
Chris Andersen;null;773;2;3;0;0;0;0;2;2;4;0;1;1;2;4;4;
Norris Cole;null;1665;4;8;1;2;2;2;0;1;1;5;1;0;2;3;11;
Michael Beasley;null;1216;3;6;0;1;1;2;0;7;7;4;0;0;3;4;7;
Roger Mason Jr.;null;385;0;1;0;1;0;0;0;0;0;1;0;0;0;1;0;
Greg Oden;null;626;2;5;0;0;1;2;4;1;5;0;0;1;0;3;5;
Rashard Lewis;null;642;0;2;0;1;0;0;1;1;2;0;0;1;1;2;0;"
13-14_01-24_CHA-NYK,01-24,CHA-NYK,CHA,NYK,96-125,21-30,25-37,20-34,30-24,,"Michael Kidd-Gilchrist;F;1086;2;4;0;0;0;1;0;2;2;3;0;0;2;3;4;
Josh McRoberts;F;1825;2;4;2;3;0;0;1;1;2;2;1;0;0;1;6;
Al Jefferson;C;1845;11;19;0;1;3;4;1;8;9;2;0;0;1;0;25;
Gerald Henderson;G;1942;4;9;0;2;0;0;0;1;1;1;0;0;2;3;8;
Ramon Sessions;G;1797;3;8;0;1;6;6;0;1;1;3;0;0;1;0;12;
Cody Zeller;null;977;2;5;0;0;1;1;1;4;5;0;0;0;1;1;5;
Chris Douglas-Roberts;null;938;5;7;4;5;0;0;0;0;0;0;0;0;1;1;14;
Anthony Tolliver;null;1037;1;5;1;4;0;0;0;2;2;3;0;0;0;0;3;
Jannero Pargo;null;1918;4;11;3;8;0;0;0;1;1;8;0;0;3;1;11;
Bismack Biyombo;null;1035;3;4;0;0;2;2;3;5;8;1;0;3;0;1;8;","Carmelo Anthony;F;2319;23;35;6;11;10;10;1;12;13;0;0;0;0;1;62;
Iman Shumpert;F;1142;2;6;0;0;0;0;1;1;2;3;1;0;0;3;4;
Tyson Chandler;C;1132;1;2;0;0;0;0;2;4;6;2;0;2;1;3;2;
Raymond Felton;G;1696;5;9;1;3;0;0;0;1;1;5;1;0;1;1;11;
Pablo Prigioni;G;1342;1;2;1;2;0;0;0;2;2;3;1;0;0;2;3;
J.R. Smith;null;1846;5;9;3;4;1;1;0;2;2;4;2;0;2;3;14;
Cole Aldrich;null;880;1;4;0;0;0;0;4;4;8;0;0;0;0;2;2;
Tim Hardaway Jr.;null;1861;4;8;2;6;0;0;0;1;1;3;1;0;0;2;10;
Jeremy Tyler;null;1306;4;8;0;0;0;0;3;2;5;1;1;2;0;1;8;
Toure Murry;null;438;3;4;0;0;0;0;1;1;2;0;0;0;0;0;6;
Beno Udrih;null;438;1;3;1;1;0;0;0;0;0;2;0;0;0;1;3;"
13-14_01-24_DAL-BKN,01-24,DAL-BKN,DAL,BKN,106-107,21-18,25-39,24-21,36-29,,"Shawn Marion;F;1983;2;5;1;1;4;4;2;9;11;3;1;0;2;1;9;
Dirk Nowitzki;F;2147;5;15;0;2;8;9;3;4;7;3;0;0;3;1;18;
Samuel Dalembert;C;832;0;1;0;0;2;2;3;2;5;0;1;0;4;3;2;
Monta Ellis;G;2298;5;11;2;3;4;6;1;6;7;7;1;0;2;4;16;
Jose Calderon;G;2180;5;15;3;7;2;2;0;1;1;2;1;0;1;2;15;
Vince Carter;null;1771;8;15;2;4;1;2;1;2;3;3;1;0;2;1;19;
DeJuan Blair;null;990;2;7;0;0;0;0;3;2;5;0;1;0;1;0;4;
Devin Harris;null;948;4;6;2;3;4;4;0;0;0;4;0;0;0;6;14;
Shane Larkin;null;332;0;0;0;0;0;0;2;1;3;0;0;0;0;0;0;
Jae Crowder;null;216;0;0;0;0;1;2;0;1;1;0;0;0;0;0;1;
Brandan Wright;null;704;3;3;0;0;2;2;0;0;0;0;0;0;0;3;8;","Joe Johnson;F;1745;1;5;1;4;2;2;0;0;0;2;0;0;4;5;5;
Paul Pierce;F;1702;4;8;0;2;4;7;0;3;3;4;1;1;2;2;12;
Kevin Garnett;C;1203;5;8;0;0;0;0;1;10;11;1;0;1;2;2;10;
Alan Anderson;G;623;0;5;0;4;2;2;0;0;0;0;0;0;0;2;2;
Shaun Livingston;G;1410;1;3;0;0;2;2;0;2;2;0;1;0;0;4;4;
Andray Blatche;null;1677;4;8;0;1;0;0;1;4;5;2;0;1;1;2;8;
Deron Williams;null;2097;5;8;0;0;8;10;0;3;3;11;0;0;1;5;18;
Andrei Kirilenko;null;1204;2;4;0;0;2;2;0;3;3;1;1;1;1;0;6;
Jason Terry;null;1134;3;6;2;5;0;0;0;2;2;2;3;0;4;3;8;
Mirza Teletovic;null;1605;12;18;7;11;3;3;3;3;6;1;0;1;0;4;34;"
13-14_01-24_IND-SAC,01-24,IND-SAC,IND,SAC,116-111,26-37,24-23,29-24,24-19,13-8;,"Paul George;F;2478;12;22;4;10;8;8;1;4;5;2;4;2;4;4;36;
David West;F;2217;9;14;1;1;3;6;1;5;6;3;0;0;1;4;22;
Roy Hibbert;C;2335;3;11;0;0;4;4;3;8;11;3;1;5;1;4;10;
Lance Stephenson;G;2734;9;19;1;4;5;8;5;5;10;6;0;0;2;3;24;
George Hill;G;2392;3;9;1;6;3;3;1;7;8;8;3;0;3;3;10;
Luis Scola;null;1026;3;10;0;0;0;0;0;3;3;1;0;0;0;0;6;
Danny Granger;null;1148;2;5;1;1;2;2;2;1;3;0;0;0;1;3;7;
CJ Watson;null;790;0;5;0;2;0;0;0;2;2;1;1;0;0;1;0;
Ian Mahinmi;null;781;0;0;0;0;1;2;1;0;1;1;1;2;0;2;1;","Derrick Williams;F;2055;2;9;0;1;3;7;6;5;11;1;1;0;2;5;7;
Jason Thompson;F;1935;0;8;0;0;1;2;1;9;10;1;0;1;1;6;1;
Aaron Gray;C;2178;1;3;0;0;1;2;3;4;7;1;0;0;4;5;3;
Marcus Thornton;G;2526;16;27;7;15;3;4;3;2;5;0;1;0;2;1;42;
Isaiah Thomas;G;2589;13;31;2;9;10;10;0;3;3;6;1;0;5;4;38;
Travis Outlaw;null;1127;2;4;1;2;0;0;0;3;3;2;0;1;0;0;5;
Quincy Acy;null;692;0;1;0;0;2;2;1;3;4;1;0;0;1;5;2;
Jimmer Fredette;null;593;2;5;1;2;0;0;0;0;0;2;0;0;3;1;5;
Ben McLemore;null;654;1;5;1;3;0;0;0;1;1;0;0;0;0;3;3;
Carl Landry;null;1552;2;8;0;0;1;2;5;4;9;0;0;0;0;2;5;"
13-14_01-24_LAC-CHI,01-24,LAC-CHI,LAC,CHI,112-95,41-26,27-29,24-25,20-15,,"Matt Barnes;F;1410;5;6;3;4;0;0;0;2;2;3;1;0;1;2;13;
Blake Griffin;F;2226;11;18;0;0;4;7;4;9;13;7;0;0;0;2;26;
DeAndre Jordan;C;2587;4;5;0;0;2;6;5;7;12;2;1;1;1;3;10;
JJ Redick;G;2013;5;11;4;7;4;4;0;1;1;5;1;0;1;2;18;
Darren Collison;G;1720;6;11;2;3;3;4;0;2;2;4;1;0;1;0;17;
Jamal Crawford;null;1583;6;14;3;5;4;5;1;3;4;3;0;0;3;1;19;
Darius Morris;null;404;0;0;0;0;0;0;0;1;1;0;0;0;0;1;0;
Ryan Hollins;null;293;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;
Jared Dudley;null;1115;0;3;0;1;0;0;0;1;1;1;0;0;0;3;0;
Hedo Turkoglu;null;654;2;5;1;1;0;0;0;3;3;1;0;0;0;2;5;
Willie Green;null;341;2;3;0;0;0;0;0;0;0;0;0;0;0;0;4;
Reggie Bullock;null;54;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;","Mike Dunleavy;F;1805;6;14;2;6;3;3;2;1;3;2;1;0;1;1;17;
Carlos Boozer;F;1712;10;17;0;0;2;2;3;6;9;1;1;0;3;3;22;
Joakim Noah;C;2048;6;9;0;0;0;0;9;4;13;7;0;1;1;5;12;
Jimmy Butler;G;2477;3;15;1;5;2;2;2;4;6;3;2;0;0;1;9;
D.J. Augustin;G;1828;3;8;1;2;0;0;0;0;0;6;0;0;0;4;7;
Taj Gibson;null;1545;8;18;0;0;2;2;1;3;4;2;1;1;1;2;18;
Tony Snell;null;1244;2;5;1;3;0;0;1;2;3;1;0;0;1;1;5;
Nazr Mohammed;null;401;0;2;0;0;0;0;2;2;4;0;0;0;0;0;0;
Mike James;null;1052;2;5;1;3;0;2;0;2;2;5;0;0;1;0;5;
Cartier Martin;null;234;0;0;0;0;0;0;0;2;2;0;0;0;0;0;0;
Erik Murphy;null;54;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"
13-14_01-24_LAL-ORL,01-24,LAL-ORL,LAL,ORL,105-114,32-28,23-25,25-38,25-23,,"Wesley Johnson;F;1118;2;7;1;3;0;0;0;3;3;2;0;0;0;3;5;
Ryan Kelly;F;1802;5;8;2;3;3;3;0;3;3;2;0;1;0;4;15;
Pau Gasol;C;2095;8;17;0;0;5;7;1;10;11;6;1;2;3;2;21;
Jodie Meeks;G;2195;7;12;3;5;0;1;0;3;3;1;2;0;2;1;17;
Kendall Marshall;G;2295;7;14;5;7;0;0;0;3;3;14;1;0;1;3;19;
Manny Harris;null;1270;3;8;0;1;0;0;1;2;3;2;0;0;1;0;6;
Nick Young;null;1802;6;16;1;3;3;6;1;3;4;1;1;0;2;0;16;
Jordan Hill;null;1179;3;7;0;0;0;0;4;6;10;0;0;1;1;3;6;
Robert Sacre;null;644;0;1;0;0;0;0;0;0;0;0;1;1;1;4;0;","Arron Afflalo;F;2009;7;12;2;3;7;9;0;2;2;6;1;0;2;1;23;
Tobias Harris;F;2563;9;15;1;1;9;11;1;19;20;4;1;0;5;3;28;
Glen Davis;C;1426;3;10;0;0;0;0;1;2;3;2;0;0;1;4;6;
Victor Oladipo;G;2316;5;14;1;3;4;6;3;9;12;5;2;1;3;3;15;
Jameer Nelson;G;1879;7;11;4;6;4;4;1;3;4;6;1;0;2;3;22;
Kyle O'Quinn;null;1563;3;8;0;0;1;2;1;5;6;1;0;2;2;4;7;
E'Twaun Moore;null;430;2;3;0;0;0;0;0;1;1;0;0;0;0;1;4;
Andrew Nicholson;null;208;0;0;0;0;0;0;1;1;2;0;0;0;0;0;0;
Doron Lamb;null;871;2;6;1;3;0;0;0;1;1;0;1;0;0;0;5;
Maurice Harkless;null;1135;1;2;0;1;2;2;0;0;0;0;4;0;0;1;4;"
13-14_01-24_MEM-HOU,01-24,MEM-HOU,MEM,HOU,88-87,21-20,23-15,20-29,24-23,,"Tayshaun Prince;F;1955;3;10;1;1;0;0;0;5;5;3;0;0;1;0;7;
Zach Randolph;F;2063;6;17;0;0;3;5;3;5;8;3;0;0;3;2;15;
Marc Gasol;C;1882;3;7;0;1;3;4;1;6;7;2;0;1;2;3;9;
Courtney Lee;G;1709;6;9;1;1;6;6;1;0;1;2;1;0;1;2;19;
Mike Conley;G;1997;6;11;2;2;0;0;1;3;4;3;1;0;0;1;14;
Nick Calathes;null;883;1;3;0;1;0;0;0;1;1;2;1;0;2;0;2;
Ed Davis;null;1047;5;8;0;0;0;0;2;3;5;0;1;0;0;3;10;
James Johnson;null;1529;5;9;0;1;0;1;2;5;7;5;1;2;3;2;10;
Kosta Koufos;null;266;0;2;0;0;0;0;1;1;2;0;0;0;1;1;0;
Mike Miller;null;1069;1;2;0;0;0;0;0;2;2;1;0;0;2;2;2;","Chandler Parsons;F;2581;11;17;10;14;2;2;2;2;4;1;0;0;2;3;34;
Terrence Jones;F;1653;4;10;1;2;0;0;0;3;3;2;1;0;2;2;9;
Dwight Howard;C;1820;5;10;0;0;1;2;1;11;12;0;0;2;3;5;11;
James Harden;G;2386;2;11;1;4;5;6;0;2;2;13;1;0;1;2;10;
Patrick Beverley;G;2054;1;11;1;8;0;0;2;1;3;2;0;1;0;5;3;
Donatas Motiejunas;null;1206;3;7;0;2;0;2;2;2;4;0;2;0;2;1;6;
Jeremy Lin;null;1623;4;6;0;1;1;2;0;1;1;3;2;1;2;1;9;
Omri Casspi;null;1077;2;7;1;3;0;0;0;2;2;0;1;0;1;0;5;"
13-14_01-24_MIL-CLE,01-24,MIL-CLE,MIL,CLE,78-93,23-24,14-22,18-25,23-22,,"Ersan Ilyasova;F;1336;2;10;1;3;0;0;0;6;6;1;0;0;1;0;5;
John Henson;F;1493;4;7;0;0;0;0;2;4;6;3;1;2;4;3;8;
Ekpe Udoh;C;707;1;2;0;0;0;0;1;0;1;0;0;1;0;0;2;
Giannis Antetokounmpo;G;1583;3;5;2;3;2;2;1;6;7;2;1;2;3;2;10;
Brandon Knight;G;1381;4;12;0;4;0;1;0;0;0;3;1;1;1;0;8;
Larry Sanders;null;1251;3;5;0;0;1;2;3;2;5;0;0;3;0;1;7;
Caron Butler;null;1011;1;6;0;2;0;0;0;3;3;1;0;0;0;4;2;
Khris Middleton;null;1698;5;7;3;5;0;1;0;3;3;0;2;0;3;3;13;
Luke Ridnour;null;1118;1;7;0;3;2;2;0;0;0;2;0;0;1;2;4;
O.J. Mayo;null;1334;3;6;1;4;2;2;0;1;1;6;1;0;1;2;9;
Miroslav Raduljica;null;978;1;3;0;0;2;2;1;0;1;1;0;0;0;3;4;
Nate Wolters;null;510;2;4;0;0;2;2;0;1;1;1;0;0;1;0;6;","Luol Deng;F;1753;4;9;0;2;1;1;3;2;5;1;0;1;2;0;9;
Tristan Thompson;F;1465;6;12;0;0;2;6;5;5;10;1;0;0;1;0;14;
Anderson Varejao;C;1564;8;11;0;0;0;0;1;3;4;3;2;1;3;2;16;
CJ Miles;G;915;1;6;0;2;2;2;1;2;3;3;1;0;0;3;4;
Kyrie Irving;G;1705;4;10;1;3;1;1;1;2;3;10;1;0;0;3;10;
Dion Waiters;null;1697;5;13;1;3;2;4;2;6;8;3;2;0;4;2;13;
Henry Sims;null;289;0;0;0;0;0;0;1;0;1;0;0;0;0;2;0;
Jarrett Jack;null;1346;3;8;1;3;3;3;0;0;0;3;0;0;0;1;10;
Earl Clark;null;832;3;3;1;1;0;0;0;4;4;0;0;0;0;0;7;
Matthew Dellavedova;null;1040;0;3;0;0;0;0;0;2;2;4;1;0;0;0;0;
Tyler Zeller;null;1296;3;6;0;0;2;2;4;5;9;0;2;3;1;2;8;
Anthony Bennett;null;314;0;4;0;0;2;2;3;0;3;0;0;0;1;3;2;
Alonzo Gee;null;184;0;3;0;0;0;2;0;0;0;0;0;0;0;0;0;"
13-14_01-24_MIN-GSW,01-24,MIN-GSW,MIN,GSW,121-120,36-36,27-27,28-35,30-22,,"Corey Brewer;F;2000;6;11;3;5;0;0;0;0;0;4;2;0;0;2;15;
Kevin Love;F;2202;7;18;1;5;11;14;5;9;14;8;1;0;2;1;26;
Nikola Pekovic;C;1976;11;18;0;0;0;0;5;9;14;1;0;0;1;1;22;
Kevin Martin;G;2061;10;17;3;3;3;5;1;3;4;2;1;0;2;4;26;
Ricky Rubio;G;2006;4;7;0;1;1;2;1;0;1;12;4;0;4;5;9;
Jose Juan Barea;null;581;2;4;1;3;0;1;0;2;2;2;0;0;2;1;5;
Alexey Shved;null;846;2;5;0;0;3;5;0;3;3;0;1;0;0;1;7;
Ronny Turiaf;null;896;1;3;0;0;0;0;0;1;1;0;0;2;0;1;2;
Chase Budinger;null;888;2;5;1;4;0;0;0;2;2;0;0;0;0;1;5;
Dante Cunningham;null;678;1;3;0;0;0;0;1;1;2;0;0;1;0;1;2;
A.J. Price;null;257;1;3;0;1;0;1;1;0;1;0;0;0;1;0;2;
Luc Mbah a Moute;null;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;","Andre Iguodala;F;1969;6;9;1;3;3;5;0;5;5;2;1;0;2;2;16;
David Lee;F;2046;10;15;0;0;3;3;1;6;7;2;0;0;2;5;23;
Andrew Bogut;C;1921;4;5;0;0;0;0;3;8;11;1;0;7;0;5;8;
Klay Thompson;G;2200;8;14;2;4;0;0;1;0;1;2;0;0;0;2;18;
Stephen Curry;G;2213;12;21;6;10;3;3;1;2;3;15;1;0;5;3;33;
Harrison Barnes;null;1371;1;7;0;2;0;0;0;3;3;0;0;1;3;1;2;
Draymond Green;null;818;1;4;0;1;2;2;1;4;5;5;2;0;0;2;4;
Jordan Crawford;null;911;2;6;0;2;2;2;0;2;2;2;0;0;1;3;6;
Marreese Speights;null;951;5;8;0;0;0;0;2;2;4;2;0;0;1;3;10;"
13-14_01-24_NOP-DET,01-24,NOP-DET,NOP,DET,103-101,25-26,29-22,17-32,32-21,,"Al-Farouq Aminu;F;1558;5;8;0;2;0;0;1;3;4;1;2;0;1;4;10;
Anthony Davis;F;2367;4;12;0;1;6;6;3;5;8;2;2;4;1;3;14;
Alexis Ajinca;C;926;3;5;0;0;0;0;0;4;4;0;1;3;3;3;6;
Eric Gordon;G;1954;5;10;2;4;3;4;0;3;3;3;2;0;7;2;15;
Brian Roberts;G;1304;4;6;1;2;4;4;0;2;2;2;1;0;1;3;13;
Greg Stiemsma;null;1113;2;2;0;0;0;0;2;2;4;3;1;1;1;5;4;
Darius Miller;null;934;0;1;0;1;3;3;0;1;1;1;0;0;0;0;3;
Austin Rivers;null;1621;6;15;0;2;3;3;1;0;1;3;2;0;2;2;15;
Jeff Withey;null;1138;1;3;0;0;0;0;1;4;5;0;1;0;1;0;2;
Anthony Morrow;null;1485;7;11;4;5;3;4;0;3;3;0;2;0;1;3;21;","Josh Smith;F;2137;6;12;1;1;0;1;3;2;5;4;4;1;2;1;13;
Greg Monroe;F;1521;4;8;0;0;0;0;3;8;11;1;1;0;5;2;8;
Andre Drummond;C;2365;9;17;0;0;3;6;10;10;20;1;1;2;2;4;21;
Kentavious Caldwell-Pope;G;2436;6;12;1;4;1;1;0;2;2;2;2;0;1;3;14;
Brandon Jennings;G;2209;7;20;2;8;12;14;0;1;1;7;2;1;1;4;28;
Rodney Stuckey;null;1605;3;9;0;1;3;4;1;1;2;0;1;0;3;2;9;
Kyle Singler;null;1456;1;5;1;3;0;0;0;3;3;0;0;0;2;4;3;
Will Bynum;null;671;1;2;1;1;2;2;0;0;0;3;0;0;0;1;5;"
13-14_01-24_OKC-BOS,01-24,OKC-BOS,OKC,BOS,101-83,27-28,23-18,27-13,24-24,,"Perry Jones;F;1904;4;6;0;1;2;2;0;4;4;2;3;0;0;2;10;
Serge Ibaka;F;1707;9;13;1;1;2;2;2;5;7;2;0;0;0;3;21;
Kendrick Perkins;C;1349;2;5;0;0;2;4;2;7;9;1;0;0;2;1;6;
Thabo Sefolosha;G;1617;6;6;1;1;0;0;1;1;2;0;0;0;2;2;13;
Reggie Jackson;G;1723;5;14;1;3;3;3;0;4;4;8;1;0;4;0;14;
Jeremy Lamb;null;1786;9;17;1;4;0;0;1;5;6;4;2;0;2;2;19;
Nick Collison;null;1374;3;7;0;1;0;0;1;1;2;4;0;0;1;1;6;
Derek Fisher;null;1000;3;4;1;2;0;0;0;2;2;2;0;0;3;1;7;
Steven Adams;null;1173;1;4;0;0;1;2;2;3;5;0;0;1;1;2;3;
Andre Roberson;null;514;1;3;0;0;0;0;2;1;3;1;2;1;0;3;2;
Royal Ivey;null;157;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;
Hasheem Thabeet;null;96;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;","Jeff Green;F;1891;7;17;1;8;1;2;0;2;2;1;1;0;1;0;16;
Jared Sullinger;F;1447;3;10;0;4;0;0;2;2;4;3;0;0;1;1;6;
Kris Humphries;C;1088;3;5;0;0;2;2;1;3;4;0;0;0;0;1;8;
Gerald Wallace;G;1748;4;6;1;3;4;6;0;2;2;3;3;0;5;1;13;
Rajon Rondo;G;1303;2;7;1;2;0;0;0;2;2;8;0;0;3;0;5;
Phil Pressey;null;1813;2;6;2;5;3;4;1;1;2;6;2;0;2;0;9;
Brandon Bass;null;1408;5;7;0;0;1;1;2;2;4;0;1;0;1;3;11;
Kelly Olynyk;null;1004;2;5;0;1;0;0;2;1;3;1;0;0;2;2;4;
Chris Johnson;null;1444;3;7;0;3;2;2;1;3;4;1;0;0;0;4;8;
Vitor Faverani;null;623;1;3;0;1;0;0;1;3;4;1;0;0;0;0;2;
Joel Anthony;null;190;0;2;0;0;0;0;1;0;1;0;0;0;1;0;0;
Vander Blue;null;441;0;0;0;0;1;2;0;0;0;0;0;0;0;0;1;"
13-14_01-24_SAS-ATL,01-24,SAS-ATL,SAS,ATL,105-79,27-14,28-20,29-22,21-23,,"Marco Belinelli;F;1113;0;2;0;0;1;1;0;1;1;2;0;0;0;2;1;
Tim Duncan;F;1619;7;14;0;0;3;6;4;12;16;2;0;4;3;1;17;
Jeff Ayres;C;722;2;3;0;0;2;2;2;2;4;0;0;0;0;3;6;
Cory Joseph;G;1836;4;10;0;1;0;0;4;2;6;3;2;0;1;0;8;
Tony Parker;G;1639;5;10;0;0;1;2;0;1;1;7;0;0;4;2;11;
Manu Ginobili;null;1089;1;3;0;1;1;2;0;1;1;6;1;0;5;2;3;
Patty Mills;null;1392;6;10;6;8;0;0;0;2;2;2;2;0;2;2;18;
Boris Diaw;null;1322;8;10;3;4;2;2;0;5;5;2;1;1;5;1;21;
Aron Baynes;null;1139;2;10;0;0;2;2;1;6;7;1;0;1;1;2;6;
Nando De Colo;null;1068;4;8;1;3;0;0;1;5;6;1;0;0;1;3;9;
Matt Bonner;null;958;1;3;1;1;0;0;2;1;3;0;1;0;0;2;3;
Othyus Jeffers;null;503;1;1;0;0;0;0;1;1;2;0;0;0;0;1;2;","Kyle Korver;F;1549;1;3;1;2;0;0;0;4;4;0;1;0;1;3;3;
Paul Millsap;F;1550;6;17;0;2;3;4;3;5;8;2;4;2;1;3;15;
Gustavo Ayon;C;1597;4;7;0;0;0;2;3;4;7;2;4;2;2;3;8;
Lou Williams;G;2249;4;11;1;2;3;3;0;3;3;7;2;0;2;0;12;
Jeff Teague;G;827;4;7;0;0;1;1;0;2;2;0;0;0;2;0;9;
Elton Brand;null;1283;3;6;0;0;3;4;2;3;5;1;0;1;0;4;9;
James Nunnally;null;1331;2;8;0;3;1;2;0;2;2;1;0;0;4;0;5;
Mike Scott;null;1330;2;7;0;2;6;9;1;1;2;0;0;0;2;1;10;
Dennis Schroder;null;1383;1;4;0;0;2;2;0;2;2;2;1;0;2;1;4;
Shelvin Mack;null;1301;2;6;0;2;0;0;0;1;1;3;1;1;1;2;4;"
13-14_01-24_TOR-PHI,01-24,TOR-PHI,TOR,PHI,104-95,27-28,25-25,28-25,24-17,,"Terrence Ross;F;1202;4;7;2;4;0;0;0;1;1;0;0;0;2;2;10;
Amir Johnson;F;1468;4;8;0;0;1;1;0;7;7;4;1;2;2;2;9;
Jonas Valanciunas;C;1194;3;5;0;0;0;0;2;4;6;0;0;1;3;2;6;
DeMar DeRozan;G;2330;10;22;1;3;13;16;3;6;9;1;0;0;3;2;34;
Kyle Lowry;G;2135;7;11;3;5;1;3;4;6;10;13;0;0;2;3;18;
Patrick Patterson;null;1714;5;14;0;2;1;2;1;8;9;2;3;1;0;1;11;
John Salmons;null;1681;5;7;2;3;0;0;0;1;1;0;0;1;1;3;12;
Greivis Vasquez;null;1322;1;6;0;3;0;0;0;2;2;7;0;0;1;3;2;
Charles Hayes;null;1353;1;4;0;0;0;0;3;5;8;1;0;1;1;4;2;","Evan Turner;F;1954;5;17;0;2;3;4;0;2;2;4;1;0;1;3;13;
Thaddeus Young;F;1936;8;16;0;3;0;0;2;5;7;0;3;0;1;3;16;
Spencer Hawes;C;2047;6;17;1;4;1;1;4;8;12;4;1;0;2;1;14;
James Anderson;G;1769;3;7;0;3;2;2;0;1;1;5;0;1;1;2;8;
Michael Carter-Williams;G;2116;6;15;3;5;5;6;0;3;3;5;2;0;4;3;20;
Hollis Thompson;null;1465;6;7;2;2;1;1;3;6;9;0;0;0;0;2;15;
Elliot Williams;null;1335;2;5;0;1;0;0;0;5;5;1;1;0;0;1;4;
Lavoy Allen;null;1039;1;4;0;0;0;0;1;1;2;3;0;1;1;1;2;
Dewayne Dedmon;null;739;1;1;0;0;1;2;0;1;1;1;0;0;0;2;3;"
13-14_01-24_WAS-PHX,01-24,WAS-PHX,WAS,PHX,101-95,30-29,21-28,31-19,19-19,,"Trevor Ariza;F;2143;6;14;3;8;8;8;1;6;7;2;4;0;2;1;23;
Nene;F;1988;8;15;0;0;2;4;5;3;8;2;1;1;6;3;18;
Marcin Gortat;C;2143;6;10;0;0;2;4;2;3;5;1;1;2;2;5;14;
Bradley Beal;G;1856;8;15;1;2;0;0;0;6;6;3;4;0;0;3;17;
John Wall;G;2106;6;12;2;3;4;5;1;2;3;12;2;1;2;3;18;
Garrett Temple;null;1401;1;6;0;1;1;2;0;1;1;1;1;1;2;3;3;
Trevor Booker;null;1337;3;7;0;0;0;0;6;1;7;0;0;0;1;2;6;
Kevin Seraphin;null;292;0;1;0;0;0;0;0;1;1;0;0;1;2;2;0;
Otto Porter;null;1134;1;6;0;2;0;0;4;2;6;1;0;1;0;2;2;","PJ Tucker;F;1884;2;7;1;4;2;4;1;4;5;1;3;0;1;1;7;
Channing Frye;F;2152;5;10;4;7;2;2;1;2;3;1;0;0;3;5;16;
Miles Plumlee;C;1646;7;8;0;0;0;0;2;4;6;0;0;2;4;2;14;
Gerald Green;G;1843;3;8;0;4;2;2;0;2;2;1;1;1;2;5;8;
Goran Dragic;G;2166;8;19;1;5;2;2;2;2;4;11;2;0;4;3;19;
Leandro Barbosa;null;1245;4;8;0;0;2;2;1;0;1;1;1;0;1;3;10;
Markieff Morris;null;1242;3;4;1;1;6;9;0;2;2;1;1;0;2;4;13;
Ish Smith;null;819;0;3;0;0;0;0;2;2;4;2;0;0;0;0;0;
Marcus Morris;null;1026;1;3;0;1;2;2;0;2;2;1;0;0;3;1;4;
Alex Len;null;377;1;1;0;0;2;2;0;1;1;0;0;0;1;0;4;"
